id,store_id,year_recorded,unit,civic_number,street_name,name,category,latitude,longitude
2605,1816,2021,N/A,2280,COMMERCIAL DRIVE,Loku Japanese,Food & Beverage,49.264509085147566,-123.06933043656784
2606,1823,2021,N/A,2360,COMMERCIAL DRIVE,St. Augustine's,Food & Beverage,49.2638731271949,-123.06934949738816
2607,1824,2021,N/A,2430,COMMERCIAL DRIVE,Booster Juice,Food & Beverage,49.262620794075595,-123.06910621718932
2608,1826,2021,N/A,2450,COMMERCIAL DRIVE,Donair Dude,Food & Beverage,49.262620794075595,-123.06910621718932
2609,1831,2021,N/A,2516,COMMERCIAL DRIVE,Broadway Station Medical Clinic,Service Commercial,49.26200660314097,-123.0694063844758
2610,1834,2021,N/A,2569,COMMERCIAL DRIVE,Subway,Food & Beverage,49.261820479435826,-123.0701767276024
2611,1837,2021,N/A,2580,COMMERCIAL DRIVE,Quizno's Subs,Food & Beverage,49.26161828096534,-123.06951854673613
2612,1839,2021,N/A,2586,COMMERCIAL DRIVE,Daddy's Kitchen,Food & Beverage,49.26161828096534,-123.06951854673613
2613,1842,2021,N/A,2595,COMMERCIAL DRIVE,Money mart,Service Commercial,49.261820479435826,-123.0701767276024
2614,1843,2021,N/A,2601,COMMERCIAL DRIVE,Circle K,Convenience Goods,49.26117732012757,-123.0700999009436
2615,1849,2021,N/A,2633,COMMERCIAL DRIVE,Vacant,Vacant,49.260757292342994,-123.07015491080135
2616,1850,2021,N/A,2637,COMMERCIAL DRIVE,Vacant,Vacant,49.260757292342994,-123.07015491080135
2617,1852,2021,N/A,2655,COMMERCIAL DRIVE,Tonume Integrated Health,Service Commercial,49.26063300308344,-123.07015746963725
2618,1853,2021,N/A,2703,COMMERCIAL DRIVE,Commercial Health Centre,Service Commercial,49.260290807392174,-123.07028758956109
2619,1854,2021,N/A,2707,COMMERCIAL DRIVE,Vacant,Vacant,49.260290807392174,-123.07028758956109
2620,1855,2021,N/A,2709,COMMERCIAL DRIVE,Ice Kol Kut,Service Commercial,49.260290807392174,-123.07028758956109
2621,1857,2021,N/A,2735,COMMERCIAL DRIVE,Toby's Liquor Store,Convenience Goods,49.2601232310545,-123.07018412850242
2622,1864,2021,N/A,2781,COMMERCIAL DRIVE,Bandida's Taqueria Restaurant,Food & Beverage,49.2598207139605,-123.07008496435047
2623,1865,2021,N/A,2785,COMMERCIAL DRIVE,Shoprite Smoke Shop,Convenience Goods,49.2598207139605,-123.07008496435047
2624,1867,2021,N/A,2816,COMMERCIAL DRIVE,Modern Motorcycling,Automotive Goods & Services,49.25924093527827,-123.06943465880549
2625,1871,2021,N/A,2879,COMMERCIAL DRIVE,Bakery Sate,Convenience Goods,49.25893070386057,-123.07022356850007
2626,1872,2021,N/A,2886,COMMERCIAL DRIVE,Grandview Tire & Auto Centre,Automotive Goods & Services,49.258787915973045,-123.06944321754204
2627,1873,2021,N/A,2889,COMMERCIAL DRIVE,Vacant,Vacant,49.25893070386057,-123.07022356850007
2628,1874,2021,N/A,2899,COMMERCIAL DRIVE,Prehab,Service Commercial,49.25893070386057,-123.07022356850007
2629,1876,2021,N/A,1662,E 12TH AV,Perosa Insurance,Service Commercial,49.259293121901564,-123.07030186359738
2630,1880,2021,N/A,1687,E 12TH AV,Vacant,Vacant,49.2598320455407,-123.0702961847315
2631,1888,2021,N/A,1661,E BROADWAY,Hon's Wonton House,Food & Beverage,49.26262908622513,-123.07053755694768
2632,1889,2021,N/A,1669,E BROADWAY,Coastal Health,Service Commercial,49.26262908622513,-123.07053755694768
2633,1892,2021,N/A,1685,E BROADWAY,Uncle Fatih's Pizza,Food & Beverage,49.26262584515091,-123.07013136563047
2634,1894,2021,N/A,1695,E BROADWAY,Scotiabank,Service Commercial,49.26262584515091,-123.07013136563047
2635,1896,2021,N/A,1715,E BROADWAY,A & W Restaurant,Food & Beverage,49.262620794075595,-123.06910621718932
2636,1897,2021,N/A,1755,E BROADWAY,Shoppers,Convenience Goods,49.262620794075595,-123.06910621718932
2637,1898,2021,N/A,1780,E BROADWAY,Safeway,Convenience Goods,49.26181539668647,-123.06895088900353
2638,1899,2021,N/A,1701,GRANT ST,Dentistry On the Drive,Service Commercial,49.27143857129833,-123.06917216098046
2639,1903,2021,N/A,1692,VENABLES ST,Vape Horizon,Convenience Goods,49.27639773002668,-123.0698573796987
2640,1905,2021,N/A,1696,VENABLES ST,Vacant,Vacant,49.27639773002668,-123.0698573796987
2641,1906,2021,N/A,1697,VENABLES ST,Uprising Breads,Convenience Goods,49.27692677474223,-123.07071189345274
2642,1907,2021,N/A,1698,VENABLES ST,Food Stop,Convenience Goods,49.27639773002668,-123.0698573796987
2643,1908,2021,N/A,1725,VENABLES ST,The Kettle Society,Service Commercial,49.27692206978627,-123.07006590819199
2644,1912,2021,N/A,3424,COMMERCIAL ST,Chance Cafe Ltd,Food & Beverage,49.25385834540604,-123.06777642891277
2645,1914,2021,N/A,3435,COMMERCIAL ST,Display Suite,Service Commercial,49.2538829068608,-123.06836269420904
2646,1916,2021,N/A,3462,COMMERCIAL ST,The Grove Salon & Spa Inc,Service Commercial,49.25345173211531,-123.06752235662539
2647,1918,2021,N/A,3467,COMMERCIAL ST,Office,Service Commercial,49.25365674393144,-123.06836524432036
2648,1921,2021,N/A,3472,COMMERCIAL ST,Little Cedar Preschool,Service Commercial,49.25345173211531,-123.06752235662539
2649,1922,2021,N/A,3473,COMMERCIAL ST,Apple Garment Manufactory,Comparison Goods,49.25365674393144,-123.06836524432036
2650,1925,2021,N/A,3488,COMMERCIAL ST,Ordinary Folk Studio Inc,Service Commercial,49.25345173211531,-123.06752235662539
2651,1928,2021,N/A,3493,COMMERCIAL ST,Vacant,Vacant,49.25338517734569,-123.06837585309862
2652,1932,2021,N/A,3531,COMMERCIAL ST,B.C. Fluorescent Sales,Comparison Goods,49.253068451893945,-123.06838822427696
2653,1933,2021,N/A,3532,COMMERCIAL ST,Vacant,Vacant,49.25316822896463,-123.06756061716048
2654,1936,2021,N/A,3565,COMMERCIAL ST,Second Nature Home Boutique,Comparison Goods,49.25279700131989,-123.06839882747008
2655,1938,2021,N/A,3569,COMMERCIAL ST,Childbearing Society,Service Commercial,49.25279700131989,-123.06839882747008
2656,1940,2021,N/A,3593,COMMERCIAL ST,PLEA Community Services,Service Commercial,49.25265935060366,-123.06828856036178
2657,1959,2021,N/A,1770,E 18TH AV,Care Institute Of Safety & Health,Service Commercial,49.254098563603144,-123.0683627817695
2658,1962,2021,N/A,3386,FINDLAY ST,Michelle 1 Hair Salon,Service Commercial,49.25448537287829,-123.06756993991542
2659,1964,2021,N/A,1825,VICTORIA DIVERSION,Lost Boys Studios,Service Commercial,49.254248551701494,-123.06728247438407
2660,1969,2021,N/A,1891,CORNWALL AV,Kits Point Dental,Service Commercial,49.27276413418193,-123.14737404416488
2661,1970,2021,N/A,1893,CORNWALL AV,Pizza Pizza,Food & Beverage,49.27276413418193,-123.14737404416488
2662,1972,2021,N/A,1905,CORNWALL AV,Juliets Café,Food & Beverage,49.272613698506476,-123.1481457281648
2663,1975,2021,N/A,1935,CORNWALL AV,Flying Wedge,Food & Beverage,49.27262160368578,-123.14863446641507
2664,1977,2021,N/A,1939,CORNWALL AV,Panne Rizo Bakery,Convenience Goods,49.27262160368578,-123.14863446641507
2665,1981,2021,N/A,1965,CORNWALL AV,Vacant,Vacant,49.272722154386564,-123.1492257890607
2666,1983,2021,N/A,1997,CORNWALL AV,Circle K,Convenience Goods,49.27268602461876,-123.14981916780552
2667,1986,2021,N/A,3515,W 4TH AV,Market Place IGA #39,Convenience Goods,49.26883228162055,-123.18223842164926
2668,1987,2021,N/A,3518,W 4TH AV,Artifax Design Ltd,Service Commercial,49.268318492751575,-123.18232622013701
2669,1988,2021,N/A,3525,W 4TH AV,West Coast Wowens Clinic,Service Commercial,49.26883228162055,-123.18223842164926
2670,1993,2021,N/A,3571,W 4TH AV,Black 2 Blond,Service Commercial,49.268850029391764,-123.18334361864751
2671,1995,2021,N/A,3578,W 4TH AV,Bioethique,Service Commercial,49.268321296539,-123.1833630398489
2672,1999,2021,N/A,3605,W 4TH AV,Aphrodites Organic Cafe Inc,Food & Beverage,49.268860945244235,-123.18403436841272
2673,2009,2021,N/A,3632,W 4TH AV,U Paint I Fire,Comparison Goods,49.268352380423636,-123.18439961731059
2674,2014,2021,N/A,3659,W 4TH AV,Vacant,Vacant,49.268877426184055,-123.18507120127674
2675,2015,2021,N/A,3650,W 4TH AV,My Favourite Nails Spa,Service Commercial,49.26835940721339,-123.18481471204937
2676,2017,2021,N/A,3662,W 4TH AV,Heritage Home Supplies,Comparison Goods,49.268361627201976,-123.18495301971518
2677,2019,2021,N/A,3667,W 4TH AV,Vacant,Vacant,49.268877426184055,-123.18507120127674
2678,2025,2021,N/A,3686,W 4TH AV,Beyond Bread Artisan Bakery,Convenience Goods,49.26835530754138,-123.18535470629834
2679,2028,2021,N/A,3692,W 4TH AV,Irori Sushi,Food & Beverage,49.26835530754138,-123.18535470629834
2680,2030,2021,N/A,3698,W 4TH AV,Blenz Coffee,Food & Beverage,49.26835530754138,-123.18535470629834
2681,2034,2021,N/A,3228,DUNBAR ST,Pure Pharmacy,Convenience Goods,49.25758668797599,-123.1846858158127
2682,2037,2021,N/A,3288,DUNBAR ST,Preventum Skin,Service Commercial,49.25758668797599,-123.1846858158127
2683,2040,2021,N/A,3308,DUNBAR ST,Gold Star Shoe Rebuilders,Service Commercial,49.25721201260662,-123.18472586352902
2684,2042,2021,N/A,3322,DUNBAR ST,Blight's Home Hardware,Comparison Goods,49.25712169655735,-123.18472669873591
2685,2045,2021,N/A,3336,DUNBAR ST,Vacant,Vacant,49.25698621394523,-123.18472794532526
2686,2046,2021,N/A,3348,DUNBAR ST,Dunbar Pizza,Food & Beverage,49.25698621394523,-123.18472794532526
2687,2048,2021,N/A,3350,DUNBAR ST,Yummy Market,Convenience Goods,49.25698621394523,-123.18472794532526
2688,2055,2021,N/A,3383,DUNBAR ST,Rose Nails & Spa,Service Commercial,49.256711670412955,-123.18550630716342
2689,2058,2021,N/A,3420,DUNBAR ST,Vacant,Vacant,49.256257735433756,-123.18473444523634
2690,2059,2021,N/A,3422,DUNBAR ST,Vacant,Vacant,49.256257735433756,-123.18473444523634
2691,2063,2021,N/A,3446,DUNBAR ST,Kuma Japanese,Food & Beverage,49.25607684123451,-123.18473630838541
2692,2067,2021,N/A,3463,DUNBAR ST,Tim Hortons,Food & Beverage,49.25603288519235,-123.1855065407093
2693,2069,2021,N/A,3470,DUNBAR ST,Vacant,Vacant,49.255941171241126,-123.18473771501813
2694,2070,2021,120,3479,DUNBAR ST,Johnston Meier Insurance,Service Commercial,49.25603288519235,-123.1855065407093
2695,2072,2021,N/A,3480,DUNBAR ST,Vacant,Vacant,49.25580550484921,-123.18473911753489
2696,2073,2021,N/A,3496,DUNBAR ST,Pan Fo Si Meditation,Entertainment and Leisure,49.255715062687216,-123.18474005117592
2697,2080,2021,N/A,4200,DUNBAR ST,TD Canada Trust,Service Commercial,49.24874770524774,-123.18485131297993
2698,2081,2021,N/A,4205,DUNBAR ST,Royal Bank,Service Commercial,49.24886837702661,-123.1856233990778
2699,2084,2021,N/A,4221,DUNBAR ST,Café Artigiano,Food & Beverage,49.24848461035401,-123.18562638889289
2700,2085,2021,N/A,4221,DUNBAR ST,Stongs,Convenience Goods,49.24848461035401,-123.18562638889289
2701,2087,2021,N/A,4250,DUNBAR ST,Image Optometry,Comparison Goods,49.24874770524774,-123.18485131297993
2702,2092,2021,N/A,4290,DUNBAR ST,Valentin Salon,Service Commercial,49.24824725743236,-123.18484104240629
2703,2096,2021,N/A,4305,DUNBAR ST,Vacant,Vacant,49.247866948573304,-123.18553479185725
2704,2100,2021,N/A,4321,DUNBAR ST,Sweet Somethings,Convenience Goods,49.247866948573304,-123.18553479185725
2705,2102,2021,N/A,4335,DUNBAR ST,Through the Garden Gate,Comparison Goods,49.247721640108075,-123.18552155553732
2706,2104,2021,N/A,4345,DUNBAR ST,Jd's,Service Commercial,49.24765308669643,-123.18552200492884
2707,2114,2021,N/A,4479,DUNBAR ST,Vacant,Vacant,49.24644160238141,-123.18567067500143
2708,2116,2021,N/A,4495,DUNBAR ST,T.CUP,Food & Beverage,49.24644160238141,-123.18567067500143
2709,2120,2021,N/A,4531,DUNBAR ST,Kerrisdale Equipment Rentals,Comparison Goods,49.24584352614223,-123.18561299004479
2710,2122,2021,N/A,4543,DUNBAR ST,Alta Vista Animal Hospital,Service Commercial,49.24574747932937,-123.18559908820531
2711,2124,2021,N/A,4585,DUNBAR ST,Cheshire Cheese Inn,Food & Beverage,49.245363638970076,-123.1856024625203
2712,2130,2021,N/A,5520,DUNBAR ST,Vacant,Vacant,49.23606979171254,-123.18502320602808
2713,2131,2021,N/A,5530,DUNBAR ST,Vacant,Vacant,49.23606979171254,-123.18502320602808
2714,2133,2021,N/A,5557,DUNBAR ST,H-Mart Dunbar,Convenience Goods,49.23583235896082,-123.18575714003228
2715,2134,2021,N/A,5601,DUNBAR ST,Q Coffee,Food & Beverage,49.235627027129304,-123.18574642455926
2716,2135,2021,N/A,5605,DUNBAR ST,Phonatic Noodle Shop,Food & Beverage,49.235627027129304,-123.18574642455926
2717,2140,2021,N/A,5631,DUNBAR ST,Top Barber,Service Commercial,49.235370332872705,-123.18576561528145
2718,2143,2021,N/A,5639,DUNBAR ST,The Celtic Treasure Chest,Food & Beverage,49.235370332872705,-123.18576561528145
2719,2145,2021,N/A,5649,DUNBAR ST,Vacant,Vacant,49.23522673472712,-123.18575367802178
2720,2147,2021,N/A,5659,DUNBAR ST,Vacant,Vacant,49.23493910301182,-123.18575891970681
2721,2149,2021,N/A,3626,W 16TH AV,Dunbar Sushi,Food & Beverage,49.2576027124966,-123.18573878160649
2722,2150,2021,N/A,3630,W 16TH AV,Pulse Cycling Studio,Entertainment and Leisure,49.2576027124966,-123.18573878160649
2723,2151,2021,N/A,3636,W 16TH AV,Vacant,Vacant,49.25760592394863,-123.18594615572123
2724,2153,2021,N/A,3644,W 16TH AV,Cheapskates 1,Comparison Goods,49.257609010897355,-123.1861535280207
2725,2155,2021,N/A,3593,W 26TH AV,Dr. Claire Kao TCM,Service Commercial,49.24928649338968,-123.1848317929129
2726,2160,2021,N/A,3518,W 41ST AV,Cabello Spa,Service Commercial,49.234467269080305,-123.18249200185862
2727,2164,2021,N/A,3536,W 41ST AV,Vacant,Vacant,49.234493210944315,-123.18371473408153
2728,2167,2021,1,3554,W 41ST AV,Southland Pharmacy,Convenience Goods,49.234493210944315,-123.18371473408153
2729,2172,2021,N/A,3568,W 41ST AV,Skinworks Dermapure,Service Commercial,49.2344939461555,-123.18405982502638
2730,2173,2021,N/A,3579,W 41ST AV,Southlands Dental Group,Service Commercial,49.23495748738697,-123.18488032341041
2731,2178,2021,N/A,3596,W 41ST AV,Shell Canada Limited,Automotive Goods & Services,49.234481503889555,-123.1849508424323
2732,2180,2021,N/A,1012,ALBERNI ST,Jaeger-LeCoultre,Comparison Goods,49.28402648462608,-123.12236084929206
2733,2183,2021,N/A,1026,ALBERNI ST,Brooks Brothers,Comparison Goods,49.284275331014626,-123.12274479363371
2734,2187,2021,N/A,1037,ALBERNI ST,Vacant,Vacant,49.2845455907278,-123.12198907740935
2735,2190,2021,N/A,1054,ALBERNI ST,Coast Restaurant,Food & Beverage,49.28464068115628,-123.12330968558508
2736,2192,2021,N/A,1059,ALBERNI ST,Thierry Patisserie,Food & Beverage,49.28511832284714,-123.1228733215244
2737,2199,2021,N/A,1088,ALBERNI ST,De Beers Diamond Jewellers,Comparison Goods,49.28486355788119,-123.12365339959302
2738,2204,2021,N/A,1119,ALBERNI ST,Rolex Boutique,Comparison Goods,49.285945646915266,-123.12415055654643
2739,2207,2021,N/A,1136,ALBERNI ST,Neptune Chinese Kitchen,Food & Beverage,49.28572197263361,-123.12497781051809
2740,2209,2021,N/A,1152,ALBERNI ST,Pink Elephant Thai Restaurant,Food & Beverage,49.2861674281454,-123.12566603139663
2741,2211,2021,N/A,1162,ALBERNI ST,Subway,Food & Beverage,49.2861674281454,-123.12566603139663
2742,2213,2021,N/A,1168,ALBERNI ST,Alberni Market,Convenience Goods,49.2861674281454,-123.12566603139663
2743,2219,2021,N/A,730,BURRARD ST,Luis Vuitton,Comparison Goods,49.283722244499856,-123.12109960347968
2744,2221,2021,2,755,BURRARD ST,Coach,Comparison Goods,49.28402648462608,-123.12236084929206
2745,2223,2021,2nd floor,755,BURRARD ST,Salam Bombay,Food & Beverage,49.28402648462608,-123.12236084929206
2746,2226,2021,N/A,689,THURLOW ST,49th Parallel Coffee Roasters,Food & Beverage,49.28633108162027,-123.12337312078047
2747,2229,2021,N/A,776,THURLOW ST,Savile Row Tailors,Service Commercial,49.28467050870922,-123.12433088686535
2748,2230,2021,N/A,746,THURLOW ST,Saint Laurent Paris,Comparison Goods,49.28486355788119,-123.12365339959302
2749,2236,2021,N/A,845,BURRARD ST,Boulevard Restaurant,Food & Beverage,49.283009119325726,-123.12401979855106
2750,2241,2021,101,888,BURRARD ST,Spence Diamonds Ltd,Comparison Goods,49.28222274385909,-123.12378574369022
2751,2245,2021,N/A,895,BURRARD ST,Sutton Place Wine Merchant,Convenience Goods,49.28277162407803,-123.12455762345128
2752,2246,2021,N/A,900,BURRARD ST,Famous Players Limited Partnership,Entertainment and Leisure,49.28157566920938,-123.12420172466877
2753,2247,2021,100,909,BURRARD ST,Le Crocodile Restaurant,Food & Beverage,49.2824516921711,-123.12520308718939
2754,2255,2021,101,1100,BURRARD ST,Burgoo (Bistro 005) Ltd,Food & Beverage,49.279688629437324,-123.12761958163081
2755,2256,2021,102,1100,BURRARD ST,Elysian Coffee #4 Inc,Food & Beverage,49.279688629437324,-123.12761958163081
2756,2258,2021,N/A,1138,BURRARD ST,Directions Youth Resource Centre,Service Commercial,49.27956688042669,-123.12780362585058
2757,2264,2021,N/A,1237,BURRARD ST,Mink Lash Boutique,Service Commercial,49.278790450985134,-123.1302991091638
2758,2268,2021,N/A,1305,BURRARD ST,Prep Beauty Parlour,Service Commercial,49.278056215925616,-123.13131502099768
2759,2270,2021,N/A,1308,BURRARD ST,Number e - Groceteria,Convenience Goods,49.27736397555993,-123.13114764230289
2760,2273,2021,N/A,1315,BURRARD ST,Bees Knees,Comparison Goods,49.278056215925616,-123.13131502099768
2761,2274,2021,N/A,1325,BURRARD ST,Vacant UC,Vacant UC,49.278056215925616,-123.13131502099768
2762,2275,2021,N/A,1340,BURRARD ST,Clouds Electronic Cigarette Boutique Inc,Convenience Goods,49.27736397555993,-123.13114764230289
2763,2276,2021,N/A,1342,BURRARD ST,Burly Barber Inc,Service Commercial,49.27736397555993,-123.13114764230289
2764,2278,2021,N/A,1346,BURRARD ST,Daikichi Sushi,Food & Beverage,49.27736397555993,-123.13114764230289
2765,2285,2021,N/A,477,DAVIE ST,Coo Coo Coffee,Food & Beverage,49.27598491212113,-123.12353112288253
2766,2290,2021,N/A,518,DAVIE ST,Vacant,Vacant,49.27577554498922,-123.12494132258297
2767,2291,2021,N/A,538,DAVIE ST,Poised Nail Lounge & Spa Yaletown,Service Commercial,49.27577554498922,-123.12494132258297
2768,2295,2021,N/A,580,DAVIE ST,Vacant,Vacant,49.27614294595592,-123.1252108170835
2769,2296,2021,N/A,586,DAVIE ST,Vacant,Vacant,49.27614294595592,-123.1252108170835
2770,2297,2021,N/A,594,DAVIE ST,Royal Vape Inc,Convenience Goods,49.27614294595592,-123.1252108170835
2771,2299,2021,N/A,616,DAVIE ST,Yamato Sushi,Food & Beverage,49.27661580200485,-123.12568082344094
2772,2302,2021,N/A,630,DAVIE ST,Happy Noodle,Food & Beverage,49.27667362116816,-123.12577019651692
2773,2304,2021,N/A,656,DAVIE ST,Jako Japanese Restaurant,Food & Beverage,49.27682000877903,-123.12610861866794
2774,2305,2021,N/A,668,DAVIE ST,Vacant,Vacant,49.27682000877903,-123.12610861866794
2775,2308,2021,N/A,708,DAVIE ST,Numero Uno Pizza,Food & Beverage,49.27722958008942,-123.1266680104921
2776,2313,2021,N/A,738,DAVIE ST,Sushi Howe,Food & Beverage,49.27735324868997,-123.12730553863715
2777,2317,2021,N/A,781,DAVIE ST,Rori Momo Japanese Korean Restaurant Ltd,Food & Beverage,49.27789560267301,-123.12648554270335
2778,2318,2021,N/A,785,DAVIE ST,Vacant,Vacant,49.27789560267301,-123.12648554270335
2779,2320,2021,N/A,808,DAVIE ST,Firecrust Neapolitan Pizzeria,Food & Beverage,49.27776139093189,-123.1277870530256
2780,2322,2021,N/A,813,DAVIE ST,Davie Smoke and Bong,Convenience Goods,49.2783027028566,-123.12696559832357
2781,2323,2021,N/A,819,DAVIE ST,Javan Exchange,Service Commercial,49.2783027028566,-123.12696559832357
2782,2325,2021,N/A,828,DAVIE ST,Nando's Chicken,Food & Beverage,49.27776139093189,-123.1277870530256
2783,2327,2021,N/A,837,DAVIE ST,CMC Canadian Music Centre,Entertainment and Leisure,49.27849937630124,-123.12749330080725
2784,2328,2021,N/A,838,DAVIE ST,Subway,Food & Beverage,49.27776139093189,-123.1277870530256
2785,2329,2021,N/A,843,DAVIE ST,Eden Florists,Convenience Goods,49.27849937630124,-123.12749330080725
2786,2330,2021,N/A,855,DAVIE ST,Breka Bakery and Cafe Inc,Food & Beverage,49.27849937630124,-123.12749330080725
2787,2333,2021,N/A,904,DAVIE ST,7-Eleven Store,Convenience Goods,49.27836105661689,-123.12856559763067
2788,2337,2021,N/A,925,DAVIE ST,Happy Nails and Spa,Service Commercial,49.27885882652114,-123.1280489155382
2789,2338,2021,N/A,928,DAVIE ST,District Warrior,Entertainment and Leisure,49.27851515109084,-123.12880406905224
2790,2342,2021,N/A,988,DAVIE ST,Mucho Burrito 988 Davie Street,Food & Beverage,49.278586012016234,-123.12928611552073
2791,2345,2021,15,200,GRANVILLE ST,Fairlane Smoke Shop,Convenience Goods,49.286554526203496,-123.11236578674475
2792,2349,2021,N/A,433,GRANVILLE ST,Festal Cafe Ltd,Food & Beverage,49.285365033459094,-123.11455084546827
2793,2351,2021,N/A,451,GRANVILLE ST,Quantum Coffee,Food & Beverage,49.2850911646799,-123.11475297316237
