TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2023,1,6,17,0,35XX COPLEY ST,Kensington-Cedar Cottage,495776.7367,5455295.2253
Theft from Vehicle,2023,4,6,23,0,35XX CROWLEY DR,Renfrew-Collingwood,497962.8248,5453623.7761
Theft from Vehicle,2023,4,9,3,37,35XX E 28TH AVE,Renfrew-Collingwood,497923.8772,5454726.5965
Theft from Vehicle,2023,1,29,15,0,35XX E 28TH AVE,Renfrew-Collingwood,497993.21,5454735.5273
Theft from Vehicle,2023,2,2,5,30,35XX E 28TH AVE,Renfrew-Collingwood,497999.9079,5454735.507
Theft from Vehicle,2023,5,5,17,0,35XX E KENT AVE N,Killarney,497923.6899,5450237.5534
Theft from Vehicle,2023,1,4,4,29,35XX E PENDER ST,Hastings-Sunrise,498061.1052,5458610.9105
Theft from Vehicle,2023,4,27,20,58,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Theft from Vehicle,2023,4,11,21,0,35XX NAPIER ST,Hastings-Sunrise,498090.5463,5458025.0999
Theft from Vehicle,2023,1,4,3,55,35XX NAPLES WAY,Killarney,497881.0584,5450665.04
Theft from Vehicle,2023,1,1,12,0,35XX NAPLES WAY,Killarney,497888.9465,5450673.0986
Theft from Vehicle,2023,1,4,0,15,35XX NAPLES WAY,Killarney,497918.0389,5450659.4708
Theft from Vehicle,2023,4,21,20,0,35XX SAWMILL CRES,Killarney,497848.1666,5450326.7056
Theft from Vehicle,2023,1,4,18,30,35XX TANNER ST,Renfrew-Collingwood,497775.6276,5454547.7157
Theft from Vehicle,2023,4,8,16,0,35XX VIMY CRES,Renfrew-Collingwood,497992.4057,5456055.8488
Theft from Vehicle,2023,3,2,3,0,35XX W 11TH AVE,Kitsilano,486754.5517,5456647.5478
Theft from Vehicle,2023,2,20,10,0,35XX W 1ST AVE,Kitsilano,486701.2797,5457633.2482
Theft from Vehicle,2023,5,17,14,0,35XX W 20TH AVE,Dunbar-Southlands,486724.3928,5455786.9412
Theft from Vehicle,2023,5,17,19,0,35XX W 31ST AVE,Dunbar-Southlands,486754.694,5454620.7665
Theft from Vehicle,2023,3,3,1,0,35XX W 5TH AVE,Kitsilano,486774.0169,5457225.5324
Theft from Vehicle,2023,4,27,2,30,35XX W 8TH AVE,Kitsilano,486713.5511,5456957.1005
Theft from Vehicle,2023,3,14,15,50,35XX W KING EDWARD AVE,Dunbar-Southlands,486765.1547,5455254.4026
Theft from Vehicle,2023,5,2,19,30,35XX WELWYN ST,Kensington-Cedar Cottage,494956.5447,5455578.5768
Theft from Vehicle,2023,1,29,16,0,35XX WINDERMERE ST,Renfrew-Collingwood,497342.6907,5455597.2307
Theft from Vehicle,2023,3,4,2,0,35XX WORTHINGTON DR,Renfrew-Collingwood,498058.8325,5455511.2094
Theft from Vehicle,2023,1,27,20,0,36XX CITY EDGE PL,Killarney,498104.8379,5450567.7993
Theft from Vehicle,2023,5,22,0,0,36XX E 25TH AVE,Renfrew-Collingwood,498185.1639,5455010.5593
Theft from Vehicle,2023,5,27,23,47,36XX E 45TH AVE,Killarney,498163.0447,5452934.9324
Theft from Vehicle,2023,5,4,20,2,36XX E 46TH AVE,Killarney,498260.7704,5452807.9308
Theft from Vehicle,2023,6,6,22,0,36XX E GEORGIA ST,Hastings-Sunrise,498139.4645,5458394.6193
Theft from Vehicle,2023,3,11,5,40,36XX E HASTINGS ST,Hastings-Sunrise,498254.1992,5458714.1627
Theft from Vehicle,2023,3,11,5,41,36XX E HASTINGS ST,Hastings-Sunrise,498254.1992,5458714.1627
Theft from Vehicle,2023,6,2,22,0,36XX FOSTER AVE,Renfrew-Collingwood,498153.712,5453488.1572
Theft from Vehicle,2023,4,3,4,0,36XX FRASER ST,Kensington-Cedar Cottage,493454.3811,5455536.0983
Theft from Vehicle,2023,4,27,22,0,36XX MAIN ST,Riley Park,492659.18,5455548.3497
Theft from Vehicle,2023,1,6,3,24,36XX MARSHALL ST,Kensington-Cedar Cottage,495424.6597,5455443.7043
Theft from Vehicle,2023,1,3,23,30,36XX NORMANDY DR,Renfrew-Collingwood,498225.7825,5455410.7305
Theft from Vehicle,2023,3,6,22,0,36XX RUMBLE AVE,Killarney,498144.782,5451332.3817
Theft from Vehicle,2023,5,5,17,0,36XX SE MARINE DR,Killarney,498126.5339,5450574.278
Theft from Vehicle,2023,1,1,21,0,36XX SE MARINE DR,Killarney,498129.6248,5450574.6636
Theft from Vehicle,2023,3,2,4,30,36XX SKANA DR,Killarney,498189.7196,5450683.5728
Theft from Vehicle,2023,3,27,1,0,36XX W 10TH AVE,Kitsilano,486560.851,5456765.4803
Theft from Vehicle,2023,5,9,20,0,36XX W 3RD AVE,Kitsilano,486586.9274,5457427.9716
Theft from Vehicle,2023,5,21,2,0,37XX RUPERT ST,Renfrew-Collingwood,497530.8893,5455376.5312
Theft from Vehicle,2023,1,1,20,0,37XX SOPHIA ST,Riley Park,492829.4032,5455477.2484
Theft from Vehicle,2023,3,29,20,0,37XX W 24TH AVE,Dunbar-Southlands,486398.4881,5455377.8037
Theft from Vehicle,2023,5,31,19,0,37XX W 29TH AVE,Dunbar-Southlands,486326.4129,5454834.6883
Theft from Vehicle,2023,6,4,18,0,37XX W 7TH AVE,West Point Grey,486391.9608,5457046.9512
Theft from Vehicle,2023,5,24,3,31,37XX W 7TH AVE,West Point Grey,486470.9023,5457055.3253
Theft from Vehicle,2023,1,13,13,38,37XX W 8TH AVE,West Point Grey,486376.789,5456965.4968
Theft from Vehicle,2023,4,27,0,0,38XX FLEMING ST,Kensington-Cedar Cottage,494765.6873,5455361.2477
Theft from Vehicle,2023,4,5,23,0,38XX FRASER ST,Kensington-Cedar Cottage,493449.1051,5455360.5071
Theft from Vehicle,2023,4,9,0,30,38XX GLENDALE ST,Renfrew-Collingwood,498158.0309,5455317.9226
Theft from Vehicle,2023,5,24,16,40,38XX POINT GREY RD,West Point Grey,486358.138,5457734.8689
Theft from Vehicle,2023,2,2,18,0,38XX W 11TH AVE,West Point Grey,486140.1211,5456672.5045
Theft from Vehicle,2023,1,13,20,0,38XX W 11TH AVE,West Point Grey,486325.9718,5456658.5318
Theft from Vehicle,2023,1,16,21,0,38XX W 12TH AVE,West Point Grey,486215.3638,5456573.0054
Theft from Vehicle,2023,4,6,20,0,38XX W 20TH AVE,Dunbar-Southlands,486311.1442,5455782.4695
Theft from Vehicle,2023,1,30,2,0,38XX W 22ND AVE,Dunbar-Southlands,486285.8803,5455588.5401
Theft from Vehicle,2023,4,16,23,30,38XX W 24TH AVE,Dunbar-Southlands,486198.6811,5455388.6845
Theft from Vehicle,2023,3,2,18,0,38XX W 31ST AVE,Dunbar-Southlands,486296.2904,5454623.8502
Theft from Vehicle,2023,4,14,12,0,38XX W 8TH AVE,West Point Grey,486334.2302,5456957.0751
Theft from Vehicle,2023,4,13,20,45,38XX W BROADWAY AVE,West Point Grey,486297.0993,5456874.6661
Theft from Vehicle,2023,5,19,20,0,38XX WELWYN ST,Kensington-Cedar Cottage,494951.3989,5455311.1473
Theft from Vehicle,2023,5,28,0,0,39XX ALICE ST,Kensington-Cedar Cottage,495207.2242,5455265.2179
Theft from Vehicle,2023,2,14,19,0,39XX DUMFRIES ST,Kensington-Cedar Cottage,494669.1225,5455289.209
Theft from Vehicle,2023,1,10,1,0,39XX NOOTKA ST,Renfrew-Collingwood,496969.7664,5455134.8788
Theft from Vehicle,2023,1,21,3,0,39XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493619.2651,5455257.6476
Theft from Vehicle,2023,2,2,0,30,39XX PUGET DR,Dunbar-Southlands,487501.4618,5455411.0776
Theft from Vehicle,2023,1,17,2,30,39XX W 14TH AVE,West Point Grey,485937.8485,5456377.3918
Theft from Vehicle,2023,5,31,22,0,39XX W 23RD AVE,Dunbar-Southlands,485943.0156,5455483.419
Theft from Vehicle,2023,5,15,23,30,39XX W 27TH AVE,Dunbar-Southlands,486106.43,5455049.2706
Theft from Vehicle,2023,5,11,20,0,39XX WINDSOR ST,Kensington-Cedar Cottage,493902.9138,5455252.2483
Theft from Vehicle,2023,6,7,14,0,3X E 14TH AVE,Mount Pleasant,492409.6298,5456187.9318
Theft from Vehicle,2023,1,13,8,30,3X E 53RD AVE,Sunset,492338.8184,5452136.1512
Theft from Vehicle,2023,5,30,21,0,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Theft from Vehicle,2023,4,7,20,30,3X SMITHE ST,Central Business District,491780.7248,5458011.075
Theft from Vehicle,2023,1,3,7,52,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2023,3,25,19,15,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2023,4,3,19,20,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2023,4,18,3,21,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2023,5,2,20,30,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2023,3,18,23,0,3X W 46TH AVE,Oakridge,492222.1395,5452876.4498
Theft from Vehicle,2023,4,3,21,0,3X W PENDER ST,Central Business District,492316.874,5458672.6783
Theft from Vehicle,2023,2,28,17,30,3X WATER ST,Central Business District,492371.6447,5458995.8211
Theft from Vehicle,2023,1,14,20,0,3XX ABBOTT ST,Central Business District,492233.7027,5458898.9849
Theft from Vehicle,2023,1,11,9,0,3XX ABBOTT ST,Central Business District,492237.1355,5458911.0666
Theft from Vehicle,2023,6,6,17,25,3XX ABBOTT ST,Central Business District,492237.1355,5458911.0666
Theft from Vehicle,2023,2,21,22,10,3XX ALEXANDER ST,Strathcona,492943.4132,5459033.1664
Theft from Vehicle,2023,1,10,23,0,3XX ALEXANDER ST,Strathcona,493049.8134,5459029.8078
Theft from Vehicle,2023,5,29,21,0,3XX CAMBIE ST,Central Business District,492061.8658,5458966.7626
Theft from Vehicle,2023,3,28,4,37,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Theft from Vehicle,2023,4,24,15,15,3XX CARRALL ST,Central Business District,492419.1303,5458804.2316
Theft from Vehicle,2023,2,2,20,30,3XX DRAKE ST,Central Business District,490920.1623,5457937.4761
Theft from Vehicle,2023,5,6,17,30,3XX DUNLEVY AVE,Strathcona,493068.711,5458830.8482
Theft from Vehicle,2023,5,26,9,5,3XX DUNSMUIR ST,Central Business District,491813.0087,5458708.1654
Theft from Vehicle,2023,5,21,14,15,3XX E 10TH AVE,Mount Pleasant,492972.2143,5456575.2681
Theft from Vehicle,2023,3,19,12,0,3XX E 13TH AVE,Mount Pleasant,492901.9828,5456287.238
Theft from Vehicle,2023,4,1,12,0,3XX E 14TH AVE,Mount Pleasant,492846.1395,5456177.0105
Theft from Vehicle,2023,3,23,12,0,3XX E 14TH AVE,Mount Pleasant,492927.7362,5456175.0902
Theft from Vehicle,2023,2,3,16,0,3XX E 2ND AVE,Mount Pleasant,492857.0244,5457217.3915
Theft from Vehicle,2023,4,1,12,0,3XX E 2ND AVE,Mount Pleasant,492857.0244,5457217.3915
Theft from Vehicle,2023,2,17,13,0,3XX E 44TH AVE,Sunset,492762.5145,5453050.422
Theft from Vehicle,2023,3,5,20,0,3XX E 49TH AVE,Sunset,492800.6388,5452545.7894
Theft from Vehicle,2023,1,5,17,45,3XX E 54TH AVE,Sunset,492850.0879,5452031.3597
Theft from Vehicle,2023,1,13,0,0,3XX E 55TH AVE,Sunset,492853.941,5451930.4941
Theft from Vehicle,2023,3,7,0,4,3XX E 58TH AVE,Sunset,492730.8583,5451641.9307
Theft from Vehicle,2023,2,1,2,0,3XX E 59TH AVE,Sunset,492847.2109,5451542.0704
Theft from Vehicle,2023,1,13,0,0,3XX E 7TH AVE,Mount Pleasant,492880.6057,5456874.9196
Theft from Vehicle,2023,4,30,4,9,3XX E 8TH AVE,Mount Pleasant,492805.3598,5456766.4414
Theft from Vehicle,2023,3,19,11,20,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Theft from Vehicle,2023,4,18,12,0,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Theft from Vehicle,2023,6,6,17,45,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Theft from Vehicle,2023,4,13,10,0,3XX E CORDOVA ST,Strathcona,493012.5849,5458829.5414
Theft from Vehicle,2023,5,26,17,0,3XX E HASTINGS ST,Strathcona,492956.2026,5458736.5814
Theft from Vehicle,2023,1,16,21,0,3XX E PENDER ST,Strathcona,492925.5435,5458620.0393
Theft from Vehicle,2023,4,21,19,30,3XX E PENDER ST,Strathcona,492925.5435,5458620.0393
Theft from Vehicle,2023,5,16,6,1,3XX E PENDER ST,Strathcona,492925.5435,5458620.0393
Theft from Vehicle,2023,3,8,18,0,3XX E PENDER ST,Strathcona,492928.5085,5458629.093
Theft from Vehicle,2023,5,19,22,0,3XX GARDEN DR,Grandview-Woodland,495789.9662,5458785.6433
Theft from Vehicle,2023,4,21,18,0,3XX GARDEN DR,Grandview-Woodland,495799.5333,5458812.1592
Theft from Vehicle,2023,4,6,8,30,3XX GORE AVE,Strathcona,492906.9601,5458836.6757
Theft from Vehicle,2023,6,2,23,27,3XX HEATLEY AVE,Strathcona,493495.7112,5458818.2244
Theft from Vehicle,2023,2,13,0,0,3XX INDUSTRIAL AVE,Strathcona,492886.4872,5457461.6283
Theft from Vehicle,2023,4,28,15,30,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.0376
Theft from Vehicle,2023,1,26,0,1,3XX JACKSON AVE,Strathcona,493212.8116,5458827.5769
Theft from Vehicle,2023,2,10,22,0,3XX KEEFER ST,Strathcona,492933.5402,5458519.9661
Theft from Vehicle,2023,5,26,5,28,3XX KEEFER ST,Strathcona,492964.5411,5458528.1826
Theft from Vehicle,2023,2,28,12,0,3XX KEEFER ST,Strathcona,492997.5533,5458518.0425
Theft from Vehicle,2023,3,3,20,30,3XX KEEFER ST,Strathcona,492997.5533,5458518.0425
Theft from Vehicle,2023,4,23,13,0,3XX KEEFER ST,Strathcona,492997.5533,5458518.0425
Theft from Vehicle,2023,4,12,21,0,3XX MAIN ST,Strathcona,492755.1347,5458756.4027
Theft from Vehicle,2023,1,27,22,0,3XX MAIN ST,Strathcona,492758.4582,5458838.7313
Theft from Vehicle,2023,5,5,1,0,3XX MAIN ST,Strathcona,492758.4603,5458838.7303
Theft from Vehicle,2023,2,9,2,6,3XX POWELL ST,Strathcona,492898.594,5458933.6513
Theft from Vehicle,2023,1,14,19,0,3XX POWELL ST,Strathcona,492938.512,5458932.4204
Theft from Vehicle,2023,6,5,17,0,3XX POWELL ST,Strathcona,492938.512,5458932.4204
Theft from Vehicle,2023,5,24,9,0,3XX RAILWAY ST,Strathcona,492893.5695,5459064.228
Theft from Vehicle,2023,1,10,8,18,3XX SE MARINE DR,Sunset,492771.2446,5450902.9819
Theft from Vehicle,2023,4,17,9,30,3XX SE MARINE DR,Sunset,492774.6613,5450882.6093
Theft from Vehicle,2023,3,30,17,30,3XX SEYMOUR ST,Central Business District,491838.287,5459159.9585
Theft from Vehicle,2023,1,6,7,0,3XX SW MARINE DR,Marpole,491652.5825,5450915.3164
Theft from Vehicle,2023,1,16,19,0,3XX SW MARINE DR,Marpole,491652.5825,5450915.3164
Theft from Vehicle,2023,6,4,19,40,3XX TERMINAL AVE,Strathcona,492872.2798,5457738.2274
Theft from Vehicle,2023,6,5,8,0,3XX TERMINAL AVE,Strathcona,492872.2798,5457738.2274
Theft from Vehicle,2023,1,15,5,30,3XX TERMINAL AVE,Strathcona,492883.0932,5457735.4695
Theft from Vehicle,2023,6,6,22,30,3XX TERMINAL AVE,Strathcona,492883.0932,5457735.4695
Theft from Vehicle,2023,5,27,17,0,3XX UNION ST,Strathcona,492950.3691,5458317.7828
Theft from Vehicle,2023,5,20,22,0,3XX W 10TH AVE,Mount Pleasant,491812.6576,5456605.6773
Theft from Vehicle,2023,1,23,18,0,3XX W 11TH AVE,Mount Pleasant,491824.9934,5456504.0075
Theft from Vehicle,2023,1,24,0,30,3XX W 14TH AVE,Mount Pleasant,491825.7775,5456215.5651
Theft from Vehicle,2023,3,19,0,0,3XX W 44TH AVE,Oakridge,491746.2791,5453106.3367
Theft from Vehicle,2023,4,21,17,3,3XX W 4TH AVE,Mount Pleasant,491924.4952,5457191.8066
Theft from Vehicle,2023,1,27,13,0,3XX W 6TH AVE,Mount Pleasant,491812.0374,5456996.7094
Theft from Vehicle,2023,2,5,20,59,3XX W CORDOVA ST,Central Business District,492056.7028,5458980.3981
Theft from Vehicle,2023,2,8,16,17,3XX W CORDOVA ST,Central Business District,492056.7028,5458980.3981
Theft from Vehicle,2023,5,31,10,0,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.1804
Theft from Vehicle,2023,5,26,8,0,3XX W GEORGIA ST,Central Business District,491684.6126,5458581.0716
Theft from Vehicle,2023,5,5,23,30,3XX W HASTINGS ST,Central Business District,491996.1025,5458897.0973
Theft from Vehicle,2023,4,6,16,30,3XX WATER ST,Central Business District,491974.3862,5459104.9878
Theft from Vehicle,2023,5,4,14,30,3XX WATER ST,Central Business District,491974.3862,5459104.9878
Theft from Vehicle,2023,5,21,21,20,3XX WATER ST,Central Business District,491974.3862,5459104.9878
Theft from Vehicle,2023,4,2,21,0,3XX WATER ST,Central Business District,492079.972,5459064.6859
Theft from Vehicle,2023,5,3,7,0,3XX WOODLAND DR,Grandview-Woodland,494721.7339,5458829.5653
Theft from Vehicle,2023,5,3,3,30,40XX CAMBIE ST,South Cambie,491598.5258,5455188.0781
Theft from Vehicle,2023,4,21,10,45,40XX COLUMBIA ST,Riley Park,492002.0028,5455253.2051
Theft from Vehicle,2023,1,4,19,0,40XX KASLO ST,Renfrew-Collingwood,496577.5973,5455111.1308
Theft from Vehicle,2023,2,1,19,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.6918,5455096.9274
Theft from Vehicle,2023,1,26,21,30,40XX PUGET DR,Arbutus Ridge,487519.0848,5455398.6283
Theft from Vehicle,2023,4,28,17,0,40XX W 20TH AVE,Dunbar-Southlands,485816.4554,5455786.2798
Theft from Vehicle,2023,4,24,16,29,40XX W 29TH AVE,Dunbar-Southlands,485895.3045,5454839.4645
Theft from Vehicle,2023,1,25,11,0,41XX ARBUTUS ST,Arbutus Ridge,488845.8848,5455218.4152
Theft from Vehicle,2023,3,10,19,50,41XX MAIN ST,Riley Park,492648.7148,5455111.4483
Theft from Vehicle,2023,2,3,20,30,41XX NANAIMO ST,Kensington-Cedar Cottage,495872.2637,5455019.9515
Theft from Vehicle,2023,5,8,18,45,41XX VICTORIA DR,Kensington-Cedar Cottage,495267.2228,5455013.0927
Theft from Vehicle,2023,1,16,21,30,41XX W 12TH AVE,West Point Grey,485472.9572,5456591.9565
Theft from Vehicle,2023,2,28,19,0,41XX W 13TH AVE,West Point Grey,485652.141,5456476.2679
Theft from Vehicle,2023,1,14,11,10,41XX W 16TH AVE,West Point Grey,485497.2796,5456185.1374
Theft from Vehicle,2023,4,19,15,0,41XX W 16TH AVE,West Point Grey,485530.7273,5456184.5101
Theft from Vehicle,2023,2,17,21,0,41XX W 8TH AVE,West Point Grey,485701.1174,5456970.0351
Theft from Vehicle,2023,5,12,20,0,41XX WINDSOR ST,Kensington-Cedar Cottage,493899.0052,5455090.1389
Theft from Vehicle,2023,4,24,5,38,42XX ANGUS DR,Shaughnessy,489357.4799,5454998.7384
Theft from Vehicle,2023,3,31,22,35,42XX BRANT ST,Kensington-Cedar Cottage,495781.1537,5454949.4097
Theft from Vehicle,2023,1,3,16,0,42XX BRANT ST,Kensington-Cedar Cottage,495781.6709,5454983.5795
Theft from Vehicle,2023,1,5,18,0,42XX COMMERCIAL ST,Kensington-Cedar Cottage,495069.5176,5454934.1944
Theft from Vehicle,2023,2,25,22,30,42XX FLEMING ST,Kensington-Cedar Cottage,494751.5234,5454940.121
Theft from Vehicle,2023,1,1,18,0,42XX KNIGHT ST,Kensington-Cedar Cottage,494450.567,5454905.9677
Theft from Vehicle,2023,3,14,22,30,42XX LAUREL ST,South Cambie,490913.4234,5454983.2037
Theft from Vehicle,2023,6,5,1,0,42XX NANAIMO ST,Kensington-Cedar Cottage,495872.197,5454974.6536
Theft from Vehicle,2023,4,23,0,0,42XX ST CATHERINES ST,Kensington-Cedar Cottage,493759.456,5454974.7906
Theft from Vehicle,2023,2,8,15,0,42XX W 12TH AVE,West Point Grey,485438.206,5456583.6075
Theft from Vehicle,2023,3,30,15,0,42XX W 9TH AVE,West Point Grey,485260.3306,5456886.9723
Theft from Vehicle,2023,3,15,17,0,42XX WINDSOR ST,Kensington-Cedar Cottage,493897.2315,5454992.4945
Theft from Vehicle,2023,3,12,23,15,43XX HEATHER ST,South Cambie,491237.8847,5454923.43
Theft from Vehicle,2023,4,7,19,0,43XX JAMES ST,Riley Park,492440.5171,5454893.4423
Theft from Vehicle,2023,6,3,23,0,43XX ONTARIO ST,Riley Park,492353.9939,5454867.7266
Theft from Vehicle,2023,3,15,22,0,43XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493604.7716,5454758.1016
Theft from Vehicle,2023,6,2,21,0,43XX QUEBEC ST,Riley Park,492488.1748,5454916.2408
Theft from Vehicle,2023,3,14,17,0,43XX QUEBEC ST,Riley Park,492543.2074,5454849.1134
Theft from Vehicle,2023,3,16,4,48,43XX SOPHIA ST,Riley Park,492787.4407,5454875.739
Theft from Vehicle,2023,1,10,21,0,43XX W 12TH AVE,West Point Grey,485149.1266,5456599.5893
Theft from Vehicle,2023,1,9,19,25,43XX W 2ND AVE,West Point Grey,485040.8383,5457641.6881
Theft from Vehicle,2023,4,9,21,30,43XX WELWYN ST,Kensington-Cedar Cottage,494902.2239,5454800.9842
Theft from Vehicle,2023,5,1,22,0,44XX ATLIN ST,Renfrew-Collingwood,496656.6338,5454681.7194
Theft from Vehicle,2023,5,1,0,0,44XX BEATRICE ST,Kensington-Cedar Cottage,495160.8013,5454707.0481
Theft from Vehicle,2023,1,17,22,25,44XX DUMFRIES ST,Kensington-Cedar Cottage,494646.8397,5454672.6371
Theft from Vehicle,2023,4,30,18,0,44XX FRASER ST,Kensington-Cedar Cottage,493438.683,5454753.1632
Theft from Vehicle,2023,4,29,17,15,44XX KASLO ST,Renfrew-Collingwood,496575.0818,5454691.5692
Theft from Vehicle,2023,5,5,16,30,44XX MAIN ST,Riley Park,492634.4091,5454770.4627
Theft from Vehicle,2023,3,22,0,0,44XX NANAIMO ST,Kensington-Cedar Cottage,495871.7046,5454760.4151
Theft from Vehicle,2023,2,26,22,0,44XX NANAIMO ST,Renfrew-Collingwood,495880.7114,5454736.6404
Theft from Vehicle,2023,4,23,2,0,44XX OSLER ST,Shaughnessy,490548.3324,5454847.2301
Theft from Vehicle,2023,4,19,18,0,44XX PERRY ST,Kensington-Cedar Cottage,494810.0995,5454781.119
Theft from Vehicle,2023,4,6,15,0,44XX QUEBEC ST,Riley Park,492531.4067,5454659.1749
Theft from Vehicle,2023,5,22,23,45,44XX QUEBEC ST,Riley Park,492541.817,5454798.9643
Theft from Vehicle,2023,4,5,22,0,44XX SOPHIA ST,Riley Park,492828.9845,5454765.1023
Theft from Vehicle,2023,3,31,22,0,44XX W 14TH AVE,West Point Grey,484984.8175,5456392.9338
Theft from Vehicle,2023,1,21,12,0,44XX W 15TH AVE,West Point Grey,484953.1048,5456301.1369
Theft from Vehicle,2023,1,24,12,0,44XX W 15TH AVE,West Point Grey,484986.7503,5456291.0836
Theft from Vehicle,2023,2,28,16,0,44XX W 5TH AVE,West Point Grey,484904.3787,5457287.9747
Theft from Vehicle,2023,4,10,0,0,44XX WELWYN ST,Kensington-Cedar Cottage,494910.7119,5454760.9049
Theft from Vehicle,2023,5,22,0,0,45XX BEATRICE ST,Kensington-Cedar Cottage,495158.009,5454569.981
Theft from Vehicle,2023,3,24,11,0,45XX BEATRICE ST,Kensington-Cedar Cottage,495160.0061,5454668.1754
Theft from Vehicle,2023,3,20,7,25,45XX CLANCY LORANGER WAY,Riley Park,492213.4072,5454594.1478
Theft from Vehicle,2023,1,17,4,57,45XX DUMFRIES ST,Kensington-Cedar Cottage,494653.4654,5454564.3433
Theft from Vehicle,2023,4,12,5,0,45XX EARLES ST,Renfrew-Collingwood,496933.1527,5454637.118
Theft from Vehicle,2023,3,22,4,43,45XX FRASER ST,Kensington-Cedar Cottage,493433.9709,5454644.0552
Theft from Vehicle,2023,4,30,10,30,45XX GLADSTONE ST,Kensington-Cedar Cottage,495536.3787,5454574.4878
Theft from Vehicle,2023,3,22,2,30,45XX HEATHER ST,South Cambie,491226.1877,5454660.0741
Theft from Vehicle,2023,2,11,22,0,45XX INVERNESS ST,Kensington-Cedar Cottage,494171.0014,5454648.8172
Theft from Vehicle,2023,4,11,12,0,45XX MAGNOLIA ST,Arbutus Ridge,489101.1302,5454709.7539
Theft from Vehicle,2023,1,4,11,30,45XX MCHARDY ST,Renfrew-Collingwood,497824.0265,5454632.7131
Theft from Vehicle,2023,6,6,21,0,45XX ST GEORGE ST,Riley Park,493149.7457,5454667.519
Theft from Vehicle,2023,5,1,2,0,45XX W 11TH AVE,West Point Grey,484701.1966,5456703.218
Theft from Vehicle,2023,4,4,10,0,45XX W 14TH AVE,West Point Grey,484768.4283,5456398.6473
Theft from Vehicle,2023,4,12,4,0,46XX CAMBIE ST,South Cambie,491407.5616,5454515.6594
Theft from Vehicle,2023,3,21,20,30,46XX CAMBIE ST,Riley Park,491471.4735,5454538.452
Theft from Vehicle,2023,5,16,12,30,46XX CAMBIE ST,Riley Park,491471.4735,5454538.452
Theft from Vehicle,2023,4,15,20,0,46XX CLARENDON ST,Renfrew-Collingwood,496084.7297,5454505.9028
Theft from Vehicle,2023,2,11,21,0,46XX CLARENDON ST,Renfrew-Collingwood,496088.6514,5454512.3882
Theft from Vehicle,2023,2,16,1,17,46XX EARLES ST,Renfrew-Collingwood,496769.9655,5454395.0417
Theft from Vehicle,2023,5,12,23,0,46XX KNIGHT ST,Kensington-Cedar Cottage,494447.2224,5454503.372
Theft from Vehicle,2023,1,18,3,0,46XX SLOCAN ST,Renfrew-Collingwood,496268.4407,5454461.1535
Theft from Vehicle,2023,1,16,18,0,46XX SLOCAN ST,Renfrew-Collingwood,496300.3643,5454495.9887
Theft from Vehicle,2023,2,24,3,0,46XX ST GEORGE ST,Riley Park,493148.8058,5454521.2849
Theft from Vehicle,2023,3,10,0,0,46XX W 10TH AVE,West Point Grey,484446.0338,5456811.1674
Theft from Vehicle,2023,3,3,12,0,46XX W 7TH AVE,West Point Grey,484406.5747,5457111.1128
Theft from Vehicle,2023,2,27,17,30,46XX W 9TH AVE,West Point Grey,484523.466,5456915.8066
Theft from Vehicle,2023,5,24,2,30,47XX BEATRICE ST,Kensington-Cedar Cottage,495154.3285,5454412.8025
Theft from Vehicle,2023,4,28,22,0,47XX DUMFRIES ST,Kensington-Cedar Cottage,494641.3623,5454434.4018
Theft from Vehicle,2023,1,22,11,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4378,5454577.755
Theft from Vehicle,2023,1,22,12,45,47XX DUNBAR ST,Dunbar-Southlands,486512.4378,5454577.755
Theft from Vehicle,2023,2,14,1,40,47XX FAIRMONT ST,Renfrew-Collingwood,496974.1391,5454383.3423
Theft from Vehicle,2023,2,6,21,0,47XX NW MARINE DR,West Point Grey,484307.3391,5458179.0801
Theft from Vehicle,2023,1,1,0,0,47XX REID ST,Renfrew-Collingwood,497304.0511,5454453.2161
Theft from Vehicle,2023,4,1,2,20,47XX ROSS ST,Kensington-Cedar Cottage,494068.8999,5454374.8032
